Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,Players_12
AM Rahane,S Dhawan,V Kohli,SK Raina,AT Rayudu,MS Dhoni,STR Binny,RA Jadeja,AR Patel,MM Sharma,Mohammed Shami,IR Bell
Marina Iqbal,Javeria Khan,Bismah Maroof,Nain Abidi,Aliya Riaz,Nida Dar,Sana Mir,Asmavia Iqbal,Qanita Jalil,Sidra Nawaz,Sadia Yousuf,NE Bolton
Kycia A Knight,HK Matthews,SR Taylor,DJS Dottin,MR Aguilleira,SA Campbelle,SF Daley,A Mohammed,TD Smartt,SC Selman,SS Connell,EJ Villani
NE Bolton,EJ Villani,MM Lanning,EA Perry,AJ Blackwell,AJ Healy,JL Jonassen,EA Osborne,RM Farrell,KM Beams,ML Schutt,Kycia A Knight
Kycia A Knight,HK Matthews,SR Taylor,DJS Dottin,SA Campbelle,B Cooper,SL Quintyne,MR Aguilleira,A Mohammed,SS Connell,SL Munroe,EJ Villani
NE Bolton,EJ Villani,MM Lanning,JE Cameron,EA Perry,AJ Healy,JL Jonassen,JL Hunter,EA Osborne,KM Beams,ML Schutt,Kycia A Knight
Noor Ali Zadran,Usman Ghani,Rahmat Shah,Hashmatullah Shahidi,Samiullah Shenwari,Mohammad Nabi,Shafiqullah,Gulbadin Naib,Dawlat Zadran,Shapoor Zadran,Sharafuddin Ashraf,H Masakadza
H Masakadza,Sikandar Raza,BRM Taylor,SC Williams,MN Waller,E Chigumbura,T Maruma,N M'shangwe,SW Masakadza,T Kamungozi,TL Chatara,Javed Ahmadi
Javed Ahmadi,Usman Ghani,Gulbadin Naib,Nasir Jamal,Samiullah Shenwari,Mohammad Nabi,Shafiqullah,Mirwais Ashraf,Dawlat Zadran,Sharafuddin Ashraf,Aftab Alam,Sikandar Raza
CL White,LJ Wright,KP Pietersen,GJ Maxwell,DJ Hussey,JP Faulkner,TIF Triffitt,CA Rose,JW Hastings,MA Beer,JM Bird,CJ Simmons
JJ Peirson,CA Lynn,PJ Forrest,DT Christian,NJ Reardon,A Flintoff,BCJ Cutting,JS Floros,RM Duffield,CJ Gannon,JR Hopes,NJ Maddinson
CJ Simmons,TP Ludeman,JR Dean,RN ten Doeschate,TM Head,J Botha,AI Ross,KW Richardson,B Laughlin,A Zampa,SW Tait,NJ Maddinson
SE Marsh,M Klinger,AC Voges,JP Behrendorff,Yasir Arafat,AJ Tye,GB Hogg,AC Agar,0,0,0,CL White
L Lee,T Chetty,D van Niekerk,M du Preez,M Kapp,CL Tryon,B Bezuidenhout,S Ismail,Y Fourie,M Daniels,MM Letsoalo,AC Jayangani
AC Jayangani,PM Weerakkody,PRCS Kumarihami,HASD Siriwardene,GWHM Perera,BYA Mendis,LE Kaushalya,KADA Kanchana,SS Weerakkody,HAM Samuddika,I Ranaweera,L Lee
Tamim Iqbal,Anamul Haque,Mominul Haque,Mahmudullah,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Mashrafe Mortaza,Arafat Sunny,Al-Amin Hossain,Rubel Hossain,H Masakadza
Tamim Iqbal,Anamul Haque,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Mahmudullah,Mashrafe Mortaza,Mominul Haque,Rubel Hossain,Al-Amin Hossain,Arafat Sunny,H Masakadza
Tamim Iqbal,Anamul Haque,Mominul Haque,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Sabbir Rahman,Mashrafe Mortaza,Shafiul Islam,Rubel Hossain,Arafat Sunny,H Masakadza
Tamim Iqbal,Anamul Haque,Imrul Kayes,Mahmudullah,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Abul Hasan,Mashrafe Mortaza,Rubel Hossain,Jubair Hossain,H Masakadza
H Masakadza,Sikandar Raza,V Sibanda,BRM Taylor,SF Mire,T Maruma,E Chigumbura,T Panyangara,J Nyumbu,TL Chatara,T Kamungozi,Tamim Iqbal
DR Smith,DJ Bravo,DM Bravo,MN Samuels,D Ramdin,KA Pollard,AD Russell,DJG Sammy,R Rampaul,JE Taylor,SJ Benn,AM Rahane
AM Rahane,S Dhawan,AT Rayudu,V Kohli,SK Raina,MS Dhoni,RA Jadeja,B Kumar,Mohammed Shami,UT Yadav,A Mishra,DR Smith
AM Rahane,S Dhawan,V Kohli,SK Raina,MS Dhoni,RA Jadeja,AT Rayudu,B Kumar,UT Yadav,Mohammed Shami,AR Patel,DR Smith
K Shrestha,SR Magar,Nary Thapa,S Magar,RC Belbashi,MM Chaudhary,I Barma,R Rawal,Karuna Bhandari,S Khadka,0,N Chantam
Jiang Shuyao,Lei Sun,Song Yang Yang,Zhang Yufei,Li Jian,Zhong Wenyi,H Min Jian,Wang Jing,Gaofeng Hu,Zhang Peng,0,Anwar Arudin
GSNFG Jayasuriya,WU Tharanga,LD Chandimal,HDRL Thirimanne,BMAJ Mendis,LHD Dilhara,CKB Kulasekara,RLB Rambukwella,I Udana,KDK Vithanage,PC de Silva,Sunghoon Cho
Irfan Ahmed,Waqas Barkat,JJ Atkinson,Nizakat Khan,MS Chapman,Skhawat Ali,Aizaz Khan,JPR Lamsam,Nadeem Ahmed,Daljeet Singh,A Mehmood,Karim Sadiq
TS Fray,T Manders,C Burgess,DC Stovell,JJ Tucker,LOB Cann,AC Douglas,MO Jones,KS Leverock,DMW Rawlins,D Talbot,Steven Ryan Taylor
Anwar Arudin,Nasir Shafiq,Ahmed Faiz Mohammad Noor,Suhan Alagaratnam,Shafiq Sharif,Suharril Fetri,Khizar Hayat,Aminuddin Ramly,Hassan Ghulam,S Navaratnam,Pavandeep Singh,A Mutreja
RG Mukasa,AS Kyobe,HB Kayondo,Naeem Bardai,PM Selowa,J Sebanja,B Masaba,F Nsubuga,DK Arinaitwe,D Muhumuza,H Ssenyondo,A Mutreja
SS Nadkarni,Steven Ryan Taylor,SR Santhanam,SJ Massiah,A Thyagarajan,K Ganesh,TK Patel,Adil Bhatti,JJC Lawson,Muhammad Ghous,Usman Shuja,Anwar Arudin
TS Fray,JJ Tucker,C Burgess,T Manders,DC Stovell,LOB Cann,AC Douglas,MO Jones,KS Leverock,DMW Rawlins,D Talbot,SP Khakurel
RG Mukasa,AS Kyobe,HB Kayondo,PM Selowa,B Masaba,DK Arinaitwe,Naeem Bardai,J Sebanja,F Nsubuga,D Ruyange,H Ssenyondo,Steven Ryan Taylor
Steven Ryan Taylor,Fahad Babar,SJ Massiah,SR Santhanam,A Thyagarajan,Adil Bhatti,K Ganesh,JJC Lawson,EH Hutchinson,Muhammad Ghous,Danial Ahmed,SP Khakurel
RG Mukasa,AS Kyobe,HB Kayondo,PM Selowa,L Sematimba,Naeem Bardai,DK Arinaitwe,H Ssenyondo,F Nsubuga,J Sebanja,D Ruyange,Anwar Arudin
A Mutreja,CR Kumarage,AE Paraam,KB Shinde,C Janik,CR Suryawanshi,Saad Janjua,Amjad Mahboob,S Vijayakumar,M Dharmichand,Abhiraj Singh,Steven Ryan Taylor
TS Fray,T Manders,OGL Bascome,C Burgess,DC Stovell,AC Douglas,KS Leverock,MO Jones,JA DeSilva,DMW Rawlins,KE Bashir,RG Mukasa
Anwar Arudin,Nasir Shafiq,Ahmed Faiz Mohammad Noor,Suharril Fetri,Shafiq Sharif,Khizar Hayat,S Navaratnam,Aminuddin Ramly,D Duraisingam,Shahrulnizam Yusof,Pavandeep Singh,SP Khakurel
A Mutreja,KB Shinde,C Janik,AE Paraam,R Gaznavi,CR Suryawanshi,S Vijayakumar,Abhiraj Singh,M Dharmichand,Amjad Mahboob,S Appusamy,Anwar Arudin
TS Fray,AC Douglas,KS Leverock,C Burgess,OGL Bascome,DMW Rawlins,T Manders,JA DeSilva,DC Stovell,MO Jones,KE Bashir,Adil Bhatti
Sagar Pun,NB Budayair,G Malla,P Khadka,B Bhandari,Aarif Sheikh,B Regmi,M Alam,Sompal Kami,SP Gauchan,B Karki,RG Mukasa
AM Rahane,S Dhawan,SK Raina,V Kohli,AT Rayudu,WP Saha,AR Patel,UT Yadav,VR Aaron,I Sharma,R Ashwin,WU Tharanga
MDKJ Perera,TM Dilshan,KC Sangakkara,DPMD Jayawardene,AD Mathews,S Prasanna,SMA Priyanjan,NLTC Perera,S Randiv,KTGD Prasad,PLS Gamage,AM Rahane
MDKJ Perera,TM Dilshan,KC Sangakkara,DPMD Jayawardene,AD Mathews,SMA Priyanjan,PC de Silva,NLTC Perera,S Prasanna,KMDN Kulasekara,PLS Gamage,AM Rahane
AM Rahane,RG Sharma,AT Rayudu,V Kohli,SK Raina,RV Uthappa,UT Yadav,STR Binny,DS Kulkarni,KV Sharma,AR Patel,MDKJ Perera
N Dickwella,TM Dilshan,LD Chandimal,DPMD Jayawardene,AD Mathews,HDRL Thirimanne,NLTC Perera,S Prasanna,BAW Mendis,PLS Gamage,RMS Eranga,AM Rahane
TS Fray,C Burgess,DC Stovell,T Manders,JJ Tucker,LOB Cann,AC Douglas,KS Leverock,MO Jones,DMW Rawlins,JA DeSilva,A Mutreja
EJ Villani,JL Jonassen,MM Lanning,EA Perry,AJ Blackwell,JE Cameron,AJ Healy,EA Osborne,SJ Coyte,KM Beams,HL Ferling,CM Edwards
JJ Roy,AD Hales,JE Root,JC Buttler,EJG Morgan,BA Stokes,MM Ali,CJ Jordan,AU Rashid,DJ Willey,RJW Topley,Q de Kock
HM Amla,Q de Kock,F du Plessis,AB de Villiers,JP Duminy,RR Rossouw,F Behardien,K Rabada,KJ Abbott,M Morkel,Imran Tahir,JJ Roy
JJ Roy,AD Hales,JE Root,JC Buttler,EJG Morgan,BA Stokes,MM Ali,CJ Jordan,DJ Willey,AU Rashid,RJW Topley,Q de Kock
JJ Roy,AD Hales,JE Root,EJG Morgan,BA Stokes,JC Buttler,MM Ali,CR Woakes,AU Rashid,SCJ Broad,RJW Topley,HM Amla
JJ Roy,AD Hales,JE Root,EJG Morgan,BA Stokes,JC Buttler,MM Ali,CR Woakes,AU Rashid,SCJ Broad,RJW Topley,Q de Kock
Usman Ghani,Nawroz Mangal,Afsar Zazai,Mohammad Nabi,Asghar Stanikzai,Gulbadin Naib,Samiullah Shenwari,Mirwais Ashraf,Dawlat Zadran,Shapoor Zadran,Javed Ahmadi,Amjad Ali
Usman Ghani,Nawroz Mangal,Afsar Zazai,Mohammad Nabi,Asghar Stanikzai,Samiullah Shenwari,Gulbadin Naib,Mirwais Ashraf,Dawlat Zadran,Sharafuddin Ashraf,Hamid Hassan,Amjad Ali
Marina Iqbal,Javeria Khan,Bismah Maroof,Nain Abidi,Sana Mir,Nida Dar,Asmavia Iqbal,Qanita Jalil,Sidra Nawaz,Sumaiya Siddiqi,Sadia Yousuf,AC Jayangani
AC Jayangani,PM Weerakkody,LE Kaushalya,MADD Surangika,SS Weerakkody,HASD Siriwardene,KADA Kanchana,HAM Samuddika,PRCS Kumarihami,BMSM Kumari,I Ranaweera,Marina Iqbal
KJ Coetzer,CS MacLeod,HJW Gardiner,MW Machan,PL Mommsen,RD Berrington,MH Cross,RML Taylor,MA Leask,RM Haq,I Wardlaw,WTS Porterfield
Javed Ahmadi,Usman Ghani,Asghar Stanikzai,Samiullah Shenwari,Mohammad Nabi,Najibullah Zadran,Afsar Zazai,Mirwais Ashraf,Dawlat Zadran,Aftab Alam,Hamid Hassan,WTS Porterfield
Suhan Alagaratnam,Shafiq Sharif,Ahmed Faiz Mohammad Noor,Hammadullah Khan,Virandeep Singh,Hassan Ghulam,Aminuddin Ramly,Imran ullah Gul,Khizar Hayat,Shahrulnizam Yusof,D Duraisingam,Mohamed Rishwan
KJ Coetzer,CS MacLeod,HJW Gardiner,PL Mommsen,MW Machan,RD Berrington,MH Cross,MA Leask,JH Davey,RML Taylor,SM Sharif,Javed Ahmadi
KJ Coetzer,CS MacLeod,FRJ Coleman,MW Machan,PL Mommsen,RD Berrington,MH Cross,JH Davey,AC Evans,I Wardlaw,0,Javed Ahmadi
S Auma,NK Patel,IA Karim,CO Obuya,Gurdeep Singh,RR Patel,NM Odhiambo,MO Ndandason,E Asoyo,JO Ngoche,JL Bhimji,SJ Baard
SJ Myburgh,BN Cooper,ES Szwarczynski,PW Borren,W Barresi,MJG Rippon,PM Seelaar,Mudassar Bukhari,Ahsan Malik,VJ Kingma,PA van Meekeren,SA Wijeratne
RG Mukasa,AS Kyobe,AL Ndhlovu,PM Selowa,B Masaba,DK Arinaitwe,F Nsubuga,D Muhumuza,J Sebanja,P Ochan,H Ssenyondo,SP Khakurel
AL Ndhlovu,AS Kyobe,RG Mukasa,PM Selowa,B Masaba,J Sebanja,DK Arinaitwe,F Nsubuga,P Ochan,D Muhumuza,H Ssenyondo,SJ Baard
Rizwan Cheema,NR Kumar,R Gunasekera,AS Hansra,NS Dhaliwal,Hamza Tariq,SA Wijeratne,SS Dhindsa,C Pervez,N Dutta,PA Desai,AA Obanda
Rizwan Cheema,NR Kumar,R Gunasekera,SA Wijeratne,AS Hansra,NS Dhaliwal,Hamza Tariq,N Dutta,SS Dhindsa,PA Desai,C Pervez,SP Khakurel
AS Kyobe,AL Ndhlovu,RG Mukasa,PM Selowa,B Masaba,L Sematimba,DK Arinaitwe,F Nsubuga,J Sebanja,P Ochan,H Ssenyondo,AA Obanda
SJ Baard,G Snyman,MG Erasmus,CG Williams,R van Schoor,SF Burger,NRP Scholtz,JP Kotze,JJ Smit,L Klazinga,BM Scholtz,Mudassar Bukhari
SJ Baard,G Snyman,MG Erasmus,CG Williams,R van Schoor,SF Burger,NRP Scholtz,JP Kotze,L Klazinga,BM Scholtz,CF Snyman,Sagar Pun
RG Mukasa,J Sebanja,AL Ndhlovu,PM Selowa,B Masaba,AS Kyobe,D Ruyange,P Ochan,DK Arinaitwe,F Nsubuga,H Ssenyondo,SJ Myburgh
Rizwan Cheema,NR Kumar,SA Wijeratne,R Gunasekera,AS Hansra,NS Dhaliwal,Hamza Tariq,N Dutta,SS Dhindsa,D Soraine,C Pervez,SJ Baard
Sagar Pun,SP Khakurel,NB Budayair,P Khadka,G Malla,S Vesawkar,B Bhandari,B Regmi,Sompal Kami,SP Gauchan,Karan KC,AA Obanda
Tamim Iqbal,Soumya Sarkar,Liton Das,Mahmudullah,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Nasir Hossain,Mashrafe Mortaza,Jubair Hossain,Mustafizur Rahman,Q de Kock
HM Amla,Q de Kock,F du Plessis,RR Rossouw,DA Miller,JP Duminy,F Behardien,CH Morris,K Rabada,KJ Abbott,Imran Tahir,Tamim Iqbal
Q de Kock,HM Amla,F du Plessis,RR Rossouw,DA Miller,JP Duminy,F Behardien,K Rabada,KJ Abbott,M Morkel,Imran Tahir,Tamim Iqbal
Marina Iqbal,Javeria Khan,Bismah Maroof,Nain Abidi,Sana Mir,Nida Dar,Asmavia Iqbal,Rabiya Shah,Sumaiya Siddiqi,Sadia Yousuf,Anam Amin,NA Moodley
RV Uthappa,G Gambhir,MK Pandey,SA Yadav,AD Russell,YK Pathan,Shakib Al Hasan,PP Chawla,M Morkel,SP Narine,KC Cariappa,CH Gayle
M Vijay,V Sehwag,GJ Maxwell,DA Miller,GJ Bailey,R Dhawan,MG Johnson,Sandeep Sharma,Anureet Singh,AR Patel,0,RG Sharma
LMP Simmons,PA Patel,UBT Chand,RG Sharma,KA Pollard,AT Rayudu,HH Pandya,Harbhajan Singh,MJ McClenaghan,SL Malinga,JJ Bumrah,CH Gayle
S Dhawan,DA Warner,RS Bopara,NV Ojha,MC Henriques,KL Rahul,DW Steyn,B Kumar,P Kumar,KV Sharma,Bipul Sharma,RV Uthappa
LMP Simmons,PA Patel,UBT Chand,RG Sharma,KA Pollard,AT Rayudu,Harbhajan Singh,J Suchith,R Vinay Kumar,MJ McClenaghan,SL Malinga,S Dhawan
LMP Simmons,PA Patel,RG Sharma,KA Pollard,AT Rayudu,MJ McClenaghan,SL Malinga,R Vinay Kumar,J Suchith,Harbhajan Singh,0,M Vijay
DR Smith,BB McCullum,SK Raina,F du Plessis,MS Dhoni,RA Jadeja,P Negi,DJ Bravo,A Nehra,MM Sharma,IC Pandey,NJ Maddinson
S Dhawan,DA Warner,MC Henriques,EJG Morgan,RS Bopara,NV Ojha,B Kumar,P Kumar,I Sharma,KV Sharma,0,AM Rahane
LMP Simmons,PA Patel,RG Sharma,AT Rayudu,KA Pollard,HH Pandya,SL Malinga,MJ McClenaghan,R Vinay Kumar,Harbhajan Singh,J Suchith,RV Uthappa
LMP Simmons,PA Patel,RG Sharma,KA Pollard,HH Pandya,AT Rayudu,Harbhajan Singh,J Suchith,SL Malinga,MJ McClenaghan,R Vinay Kumar,DR Smith
CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,KD Karthik,SN Khan,D Wiese,HV Patel,MA Starc,S Aravind,YS Chahal,DR Smith
MN van Wyk,HM Amla,RR Rossouw,AB de Villiers,DA Miller,F Behardien,D Wiese,VD Philander,DW Steyn,K Rabada,Imran Tahir,TWM Latham
HM Amla,MN van Wyk,RR Rossouw,AB de Villiers,DA Miller,F Behardien,D Wiese,VD Philander,AM Phangiso,DW Steyn,Imran Tahir,MJ Guptill
MN van Wyk,HM Amla,RR Rossouw,AB de Villiers,DA Miller,F Behardien,D Wiese,KJ Abbott,DW Steyn,K Rabada,Imran Tahir,MJ Guptill
Tamim Iqbal,Soumya Sarkar,Mahmudullah,Mushfiqur Rahim,Shakib Al Hasan,Sabbir Rahman,Nasir Hossain,Rubel Hossain,Taskin Ahmed,Arafat Sunny,Abul Hasan,Azhar Ali
Azhar Ali,Sarfraz Ahmed,Mohammad Hafeez,Haris Sohail,Fawad Alam,Mohammad Rizwan,Saad Nasim,Wahab Riaz,Junaid Khan,Rahat Ali,Saeed Ajmal,Tamim Iqbal
Azhar Ali,Sami Aslam,Mohammad Hafeez,Haris Sohail,Mohammad Rizwan,Fawad Alam,Saad Nasim,Wahab Riaz,Umar Gul,Zulfiqar Babar,Junaid Khan,Tamim Iqbal
MDKJ Perera,TM Dilshan,HDRL Thirimanne,WU Tharanga,AD Mathews,LD Chandimal,NLTC Perera,TAM Siriwardana,S Prasanna,SL Malinga,RAS Lakmal,Azhar Ali
Azhar Ali,Ahmed Shehzad,Mohammad Hafeez,Babar Azam,Shoaib Malik,Mohammad Rizwan,Sarfraz Ahmed,Anwar Ali,Yasir Shah,Rahat Ali,Mohammad Irfan,MDKJ Perera
Ahmed Shehzad,Azhar Ali,Mohammad Hafeez,Sarfraz Ahmed,Shoaib Malik,Mohammad Rizwan,Mohammad Irfan,Anwar Ali,Rahat Ali,Yasir Shah,Imad Wasim,MDKJ Perera
MDKJ Perera,TM Dilshan,HDRL Thirimanne,AD Mathews,LD Chandimal,SMA Priyanjan,TAM Siriwardana,SS Pathirana,SL Malinga,RAS Lakmal,N Pradeep,Azhar Ali
MDKJ Perera,TM Dilshan,HDRL Thirimanne,LD Chandimal,AD Mathews,TAM Siriwardana,PLS Gamage,RAS Lakmal,SMSM Senanayake,NLTC Perera,0,Azhar Ali
Mohammad Hafeez,Azhar Ali,Shoaib Malik,Haris Sohail,Mohammad Sami,Anwar Ali,Wahab Riaz,Hammad Azam,Yasir Shah,0,0,V Sibanda
V Sibanda,CJ Chibhabha,H Masakadza,SC Williams,Sikandar Raza,R Mutumbami,CK Coventry,AG Cremer,T Panyangara,T Mupariwa,BV Vitori,Azhar Ali
Mohammad Hafeez,Azhar Ali,Asad Shafiq,Babar Azam,Shoaib Malik,Sarfraz Ahmed,Hammad Azam,Anwar Ali,Wahab Riaz,Junaid Khan,Yasir Shah,V Sibanda
Tamim Iqbal,Soumya Sarkar,Liton Das,Mushfiqur Rahim,Shakib Al Hasan,Sabbir Rahman,Nasir Hossain,Mashrafe Mortaza,Rubel Hossain,Taskin Ahmed,Mustafizur Rahman,RG Sharma
RG Sharma,V Kohli,S Dhawan,MS Dhoni,AT Rayudu,SK Raina,RA Jadeja,AR Patel,R Ashwin,B Kumar,DS Kulkarni,Tamim Iqbal
RG Sharma,S Dhawan,V Kohli,MS Dhoni,AT Rayudu,SK Raina,STR Binny,AR Patel,DS Kulkarni,UT Yadav,R Ashwin,Tamim Iqbal
MR Swart,SJ Myburgh,BN Cooper,PW Borren,W Barresi,PM Seelaar,MJG Rippon,Mudassar Bukhari,T van der Gugten,Ahsan Malik,PA van Meekeren,TP Ura
NK Patel,MA Ouma,IA Karim,CO Obuya,NM Odhiambo,RR Patel,NN Odhiambo,SO Ngoche,E Otieno,LN Oluoch,JO Ngoche,Amjad Ali
SW Bates,RH Priest,AE Satterthwaite,ML Green,SFM Devine,KT Perkins,LM Kasperek,AM Peterson,LMM Tahuhu,MJG Nielsen,GA Guy,MDT Kamini
SW Bates,AE Satterthwaite,SFM Devine,KT Perkins,ML Green,LM Kasperek,AM Peterson,KE Broadmore,LMM Tahuhu,MJG Nielsen,RH Priest,MDT Kamini
NJ O'Brien,PR Stirling,WTS Porterfield,KJ O'Brien,A Balbirnie,GC Wilson,SR Thompson,JF Mooney,AR Cusack,CA Young,GH Dockrell,Fahad Babar
PS Airee,B Bhandari,G Malla,P Khadka,RP Magar,S Vesawkar,S Lohani,B Regmi,Sompal Kami,Karan KC,SP Gauchan,PW Gough
Ayasha Rahman,Sharmin Akhter,Rumana Ahmed,Fargana Hoque,Lata Mondal,Salma Khatun,Nigar Sultana,Ritu Moni,Jahanara Alam,Fahima Khatun,Khadija Tul Kubra,T Ruma
M Veringmeier,SL Kalis,CC van Slobbe,HDJ Siegers,ELT de Lange,B de Leede,J Post,L Klokgieters,CJ Erkelens,0,0,Sun Meng Yao
Ayasha Rahman,Sharmin Akhter,Shaila Sharmin,Rumana Ahmed,Fargana Hoque,Ritu Moni,Jahanara Alam,Lata Mondal,Khadija Tul Kubra,Fahima Khatun,0,M Mupachikwa
FE Urquhart,RV Scholes,K Anderson,EM Priddle,KE Bryce,A Aitken,OSM Rae,KL Gordon,S Haggo,L Jack,AH Maqsood,CMA Shillington
Sharmin Akhter,Nigar Sultana,Lata Mondal,Rumana Ahmed,Fargana Hoque,Jahanara Alam,Salma Khatun,Nahida Akter,Fahima Khatun,Khadija Tul Kubra,0,CMA Shillington
FE Urquhart,RV Scholes,K Anderson,EM Priddle,KE Bryce,A Aitken,KL Gordon,AH Maqsood,K McGill,0,0,P Marange
AM Rahane,M Vijay,AT Rayudu,MK Tiwary,RV Uthappa,KM Jadhav,STR Binny,AR Patel,B Kumar,DS Kulkarni,Harbhajan Singh,V Sibanda
AM Rahane,M Vijay,AT Rayudu,MK Tiwary,RV Uthappa,STR Binny,KM Jadhav,Harbhajan Singh,AR Patel,B Kumar,DS Kulkarni,V Sibanda
AM Rahane,M Vijay,RV Uthappa,MK Tiwary,MK Pandey,KM Jadhav,STR Binny,B Kumar,MM Sharma,Harbhajan Singh,AR Patel,H Masakadza
MJ Guptill,TWM Latham,KS Williamson,LRPL Taylor,GD Elliott,JDS Neesham,MJ Henry,MJ McClenaghan,NL McCullum,IS Sodhi,0,H Masakadza
H Masakadza,CJ Chibhabha,CR Ervine,RW Chakabva,E Chigumbura,SC Williams,Sikandar Raza,AG Cremer,P Utseya,T Panyangara,CB Mpofu,MJ Guptill
MJ Guptill,TWM Latham,KS Williamson,C Munro,GD Elliott,JDS Neesham,L Ronchi,NL McCullum,BM Wheeler,MJ McClenaghan,IS Sodhi,H Masakadza
MM Lanning,NE Bolton,EA Perry,AJ Blackwell,GM Harris,JL Jonassen,AJ Healy,RM Farrell,ML Schutt,KM Beams,HL Ferling,S Mandhana
RG Sharma,S Dhawan,V Kohli,MS Dhoni,RA Jadeja,BB Sran,B Kumar,UT Yadav,R Ashwin,0,0,AJ Finch
RG Sharma,S Dhawan,V Kohli,AM Rahane,MS Dhoni,MK Pandey,RA Jadeja,R Ashwin,UT Yadav,BB Sran,I Sharma,AJ Finch
RG Sharma,S Dhawan,V Kohli,AM Rahane,MS Dhoni,Gurkeerat Singh,RA Jadeja,R Dhawan,UT Yadav,BB Sran,I Sharma,SE Marsh
DA Warner,AJ Finch,MR Marsh,SPD Smith,GJ Maxwell,GJ Bailey,JP Faulkner,MS Wade,JW Hastings,NM Lyon,KW Richardson,RG Sharma
AJ Finch,DA Warner,SPD Smith,GJ Bailey,SE Marsh,MR Marsh,MS Wade,JP Faulkner,JW Hastings,SM Boland,NM Lyon,RG Sharma
AJ Finch,CH Gayle,CL White,DJ Bravo,MS Wade,TM Beaton,CP Tremain,NJ Rimmington,XJ Doherty,CAH Stevenson,0,MJ Lumb
TP Ludeman,DPMD Jayawardene,CJ Simmons,TM Head,BJ Hodge,AI Ross,MG Neser,AU Rashid,KW Richardson,B Laughlin,B Stanlake,JH Kallis
EJM Cowan,MJ Lumb,NJ Maddinson,BJ Haddin,JC Silk,RGL Carters,J Botha,JM Bird,BJ Dwarshuis,DE Bollinger,SA Abbott,CJ Simmons
AJ Finch,CH Gayle,CL White,MS Wade,TM Beaton,DJ Bravo,TLW Cooper,CP Tremain,CJ Gannon,XJ Doherty,NJ Rimmington,MP Stoinis
JJ Peirson,LMP Simmons,CA Lynn,SD Heazlett,NJ Reardon,BCJ Cutting,JS Floros,JR Hopes,AL Fekete,JK Lalor,S Badree,TP Ludeman
JJ Peirson,LMP Simmons,CA Lynn,JA Burns,NJ Reardon,BCJ Cutting,JS Floros,JR Hopes,JK Lalor,S Badree,MJ Swepson,EJM Cowan
LMP Simmons,JJ Peirson,CA Lynn,JA Burns,NJ Reardon,BCJ Cutting,JR Hopes,JK Lalor,AL Fekete,S Badree,MJ Swepson,MP Stoinis
MS Harris,M Klinger,MA Carberry,AC Voges,DJ Willey,AC Agar,CT Bancroft,AJ Tye,JS Paris,JP Behrendorff,GB Hogg,MP Stoinis
JJ Roy,JE Root,AD Hales,EJG Morgan,JWA Taylor,JC Buttler,MM Ali,CR Woakes,AU Rashid,DJ Willey,RJW Topley,Azhar Ali
JJ Roy,AD Hales,JE Root,EJG Morgan,JC Buttler,JWA Taylor,MM Ali,DJ Willey,RJW Topley,CR Woakes,AU Rashid,Azhar Ali
Azhar Ali,Babar Azam,Mohammad Hafeez,Sarfraz Ahmed,Shoaib Malik,Mohammad Rizwan,Iftikhar Ahmed,Anwar Ali,Wahab Riaz,Zafar Gohar,Mohammad Irfan,JJ Roy
JJ Roy,AD Hales,JE Root,JC Buttler,EJG Morgan,JWA Taylor,MM Ali,DJ Willey,RJW Topley,CR Woakes,AU Rashid,Azhar Ali
Q de Kock,HM Amla,F du Plessis,AB de Villiers,DA Miller,JP Duminy,F Behardien,DW Steyn,K Rabada,M Morkel,Imran Tahir,RG Sharma
RG Sharma,AM Rahane,S Dhawan,V Kohli,MS Dhoni,SK Raina,AR Patel,B Kumar,Harbhajan Singh,UT Yadav,MM Sharma,HM Amla
Q de Kock,DA Miller,HM Amla,F du Plessis,AB de Villiers,F Behardien,JP Duminy,DW Steyn,K Rabada,M Morkel,Imran Tahir,RG Sharma
RG Sharma,S Dhawan,V Kohli,AM Rahane,SK Raina,MS Dhoni,Harbhajan Singh,AR Patel,B Kumar,MM Sharma,A Mishra,Q de Kock
Q de Kock,HM Amla,F du Plessis,AB de Villiers,DA Miller,F Behardien,D Elgar,DW Steyn,K Rabada,KJ Abbott,Imran Tahir,RG Sharma
L Wolvaardt,T Chetty,M du Preez,M Kapp,L Lee,D van Niekerk,CL Tryon,S Luus,S Ismail,MM Letsoalo,M Klaas,L Winfield
HK Matthews,SL Quintyne,SR Taylor,DJS Dottin,MR Aguilleira,B Cooper,SA Campbelle,A Mohammed,TD Smartt,SC Selman,ASS Fletcher,L Wolvaardt
HK Matthews,SL Quintyne,SR Taylor,DJS Dottin,B Cooper,MR Aguilleira,SA Campbelle,A Mohammed,ASS Fletcher,TD Smartt,SC Selman,A Steyn
